hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,channel_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,channel_score_phone_call,frequency_score_webinar,recency_score_webinar,channel_score_webinar,frequency_score_email,recency_score_email,channel_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_digital_ad,arbitrary_weighted_score,entropy_weighted_score,arbitrary_weighted_rank,entropy_weighted_rank,score_difference_entropy_minus_arbitrary,recommended_channel,engagement_eligible
31,Veronica,Bowman,dermatology,medium_value,TERR_19,Washington,DC,hospital,3.9,False,Digital-Heavy,3.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.5,1.0,1.0,31.0,199.0,51.0,16.0,0.11764705882352941,0.37037037037037035,0.3593681917211329,0.3125,0.13100436681222707,0.11995087336244542,0.2,0.6521739130434783,0.6904347826086957,0.17647058823529413,0.49180327868852464,0.15130183220829316,0.1875,0.9677419354838709,0.24979838709677418,33.01,30.47,216,209,-2.54,webinar,True
32,Angela,Cohen,endocrinology,medium_value,TERR_39,Seattle,WA,hospital,1.4,False,In-Person-Heavy,2.0,2.0,8.0,13.0,1.0,0.0,0.0,0.25,0.8461538461538461,1.0,168.0,120.0,22.0,32.0,15.0,0.7647058823529411,0.48387096774193555,0.7492628813311925,0.5,0.5769230769230769,0.3903846153846154,0.1,0.6666666666666666,0.6633333333333333,0.11764705882352941,0.2,0.07529411764705883,0.125,0.15151515151515152,0.06780303030303031,45.7,36.36,24,86,-9.34,rep_visit,True
33,Megan,Parsons,primary_care,medium_value,TERR_42,Sacramento,CA,clinic,1.4,False,In-Person-Heavy,1.0,3.0,5.0,10.0,3.0,0.0,0.0,1.0,0.7,0.0,206.0,85.0,57.0,14.0,122.0,0.5882352941176471,0.6818181818181818,0.6628342245989305,0.3125,0.3448275862068966,0.6627155172413793,0.3,0.19736842105263158,0.12947368421052632,0.17647058823529413,0.2608695652173913,0.1051150895140665,0.0625,0.1271186440677966,0.044173728813559326,37.97,30.25,127,213,-7.72,rep_visit,True
34,Jeremy,Johnson,endocrinology,medium_value,TERR_49,Los Angeles,CA,private_practice,0.5,False,In-Person-Heavy,6.0,11.0,3.0,1.0,6.0,0.0,0.09090909090909091,0.0,0.0,0.3333333333333333,14.0,31.0,0.0,74.0,8.0,0.058823529411764705,0.28846153846153844,0.0753393665158371,0.1875,1.0,0.25625,0.6,0.7894736842105263,0.504561403508772,0.6470588235294118,0.49180327868852464,0.3379328482510739,0.375,0.6818181818181818,0.24886363636363634,26.28,27.61,328,268,1.33,webinar,True
35,Leslie,Adams,primary_care,high_value,TERR_09,Raleigh,NC,private_practice,1.4,False,Digital-Heavy,10.0,10.0,7.0,0.0,4.0,0.2,0.0,0.0,0.0,0.5,0.0,60.0,114.0,,129.0,0.0,0.0,0.0,0.4375,0.20833333333333334,0.17291666666666666,0.4,0.18867924528301888,0.40773584905660376,0.5882352941176471,0.3333333333333333,0.2431372549019608,0.625,1.0,0.4875,22.57,27.26,393,275,4.69,digital_ad,True
36,Jason,Hahn,cardiology,low_value,TERR_20,Detroit,MI,hospital,1.8,False,Digital-Heavy,5.0,4.0,2.0,1.0,1.0,0.2,0.5,0.0,0.0,0.0,147.0,1.0,94.0,204.0,52.0,0.058823529411764705,0.12820512820512822,0.04328808446455506,0.125,0.24193548387096778,0.08588709677419357,0.1,0.36585365853658536,0.10317073170731707,0.23529411764705882,0.9677419354838709,0.5141366223908919,0.3125,0.1694915254237288,0.22764830508474576,16.21,20.18,462,414,3.97,email,True
37,Nancy,Edwards,primary_care,medium_value,TERR_29,Seattle,WA,clinic,5.1,False,In-Person-Heavy,2.0,10.0,8.0,3.0,2.0,0.5,0.0,0.125,1.0,0.0,213.0,29.0,87.0,10.0,206.0,0.17647058823529413,0.75,0.7029411764705883,0.5,0.25641025641025644,0.2637820512820513,0.2,0.1271186440677966,0.08542372881355932,0.5882352941176471,0.5084745762711864,0.2781655034895314,0.125,0.1234567901234568,0.31219135802469133,36.93,33.77,145,146,-3.16,rep_visit,True
38,Diana,Foster,oncology,low_value,TERR_41,Kansas City,MO,hospital,1.7,False,Mixed,0.0,3.0,4.0,7.0,1.0,0.0,0.0,0.25,1.0,1.0,,218.0,43.0,184.0,147.0,0.4117647058823529,0.14018691588785046,0.651566794942276,0.25,0.410958904109589,0.2821917808219178,0.1,0.1694915254237288,0.5638983050847458,0.17647058823529413,0.12096774193548389,0.07713472485768502,0.0,0.0,0.0,37.63,29.13,131,235,-8.5,rep_visit,True
39,Robin,Ellis,primary_care,medium_value,TERR_08,San Antonio,TX,private_practice,2.1,False,Mixed,3.0,2.0,5.0,3.0,4.0,1.0,0.5,0.2,1.0,0.25,218.0,42.0,95.0,126.0,14.0,0.17647058823529413,0.1923076923076923,0.5914027149321267,0.3125,0.24000000000000005,0.24175000000000002,0.4,0.6818181818181818,0.38136363636363635,0.11764705882352941,0.4166666666666667,0.3686274509803922,0.1875,0.12096774193548389,0.5804435483870968,44.44,44.85,38,5,0.41,rep_visit,True
40,Joseph,Wright,cardiology,medium_value,TERR_12,El Paso,TX,hospital,1.1,False,Mixed,3.0,8.0,8.0,5.0,4.0,0.0,0.25,0.5,0.2,0.0,4.0,23.0,50.0,37.0,126.0,0.29411764705882354,0.44776119402985076,0.27778753292361724,0.5,0.37499999999999994,0.47500000000000003,0.4,0.1923076923076923,0.15846153846153846,0.47058823529411764,0.5660377358490566,0.37938401775804664,0.1875,0.8823529411764706,0.23272058823529412,30.18,30.02,256,219,-0.16,phone_call,True
41,Anna,Baker,dermatology,low_value,TERR_33,Memphis,TN,private_practice,0.5,False,Mixed,0.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.5,,10.0,36.0,120.0,141.0,0.4117647058823529,0.2,0.3778151260504201,0.25,0.45454545454545453,0.1659090909090909,0.2,0.17543859649122806,0.3450877192982456,0.17647058823529413,0.75,0.20294117647058826,0.0,0.0,0.0,24.6,20.38,356,410,-4.22,rep_visit,True
42,Brenda,Hurst,primary_care,high_value,TERR_19,Houston,TX,private_practice,0.5,False,In-Person-Heavy,0.0,8.0,3.0,6.0,8.0,0.0,0.125,0.0,0.5,0.25,,63.0,35.0,43.0,100.0,0.35294117647058826,0.410958904109589,0.4380741337630943,0.1875,0.46153846153846145,0.14855769230769228,0.8,0.23076923076923073,0.41115384615384615,0.47058823529411764,0.3225806451612903,0.26819259962049335,0.0,0.0,0.0,28.36,23.72,282,362,-4.64,rep_visit,True
43,Reginald,Robinson,cardiology,medium_value,TERR_46,Philadelphia,PA,hospital,4.5,False,Digital-Heavy,2.0,2.0,4.0,8.0,6.0,0.0,0.0,1.0,0.5,0.16666666666666666,189.0,289.0,129.0,23.0,7.0,0.47058823529411764,0.5660377358490566,0.5043840177580466,0.25,0.18867924528301888,0.6127358490566037,0.6,0.8108108108108107,0.4254954954954955,0.11764705882352941,0.09404388714733543,0.05410289507652591,0.125,0.136986301369863,0.0648972602739726,37.68,30.71,129,203,-6.97,phone_call,True
44,Whitney,Hicks,cardiology,low_value,TERR_29,Arlington,TX,hospital,1.4,True,In-Person-Heavy,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,249.0,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.625,0.215,0.0,0.0,0.0,0.125,0.1075268817204301,0.05900537634408602,5.19,5.16,500,500,-0.03,Do Not Contact,False
45,Christopher,Williams,dermatology,low_value,TERR_32,Nashville,TN,clinic,1.0,False,In-Person-Heavy,2.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,0.75,0.0,94.0,151.0,36.0,65.0,154.0,0.23529411764705882,0.31578947368421056,0.5087461300309597,0.3125,0.45454545454545453,0.6846590909090909,0.2,0.16304347826086957,0.09260869565217392,0.058823529411764705,0.16574585635359115,0.05079623009424764,0.125,0.24193548387096778,0.08588709677419357,32.86,26.87,219,286,-5.99,phone_call,True
46,Daniel,Burton,primary_care,low_value,TERR_25,Omaha,NE,private_practice,3.5,False,In-Person-Heavy,1.0,6.0,2.0,3.0,2.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,154.0,46.0,67.0,175.0,57.0,0.17647058823529413,0.14634146341463417,0.4155428024868484,0.125,0.30927835051546393,0.09935567010309279,0.2,0.3448275862068966,0.12896551724137933,0.35294117647058826,0.39473684210526316,0.35149638802889577,0.0625,0.16304347826086957,0.05135869565217391,23.08,20.61,381,409,-2.47,rep_visit,True
47,Laura,Henderson,oncology,low_value,TERR_23,Los Angeles,CA,private_practice,5.8,False,In-Person-Heavy,2.0,4.0,4.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,8.0,112.0,23.0,17.0,109.0,0.17647058823529413,0.6382978723404256,0.18060075093867337,0.25,0.5660377358490566,0.1882075471698113,0.3,0.21582733812949642,0.1331654676258993,0.23529411764705882,0.2112676056338028,0.3628417564208782,0.125,0.7894736842105263,0.1953947368421053,20.22,21.39,419,398,1.17,email,True
48,Bryan,James,cardiology,high_value,TERR_40,Tucson,AZ,private_practice,1.2,False,In-Person-Heavy,2.0,4.0,7.0,4.0,6.0,0.0,0.0,0.14285714285714285,1.0,0.3333333333333333,3.0,23.0,71.0,9.0,107.0,0.23529411764705882,0.7692307692307692,0.7244343891402715,0.4375,0.297029702970297,0.26208451202263083,0.6,0.21897810218978103,0.3904622871046229,0.23529411764705882,0.5660377358490566,0.18379578246392897,0.125,0.9090909090909091,0.21931818181818183,40.83,35.08,79,115,-5.75,rep_visit,True
49,Wendy,Rice,primary_care,medium_value,TERR_35,Cleveland,OH,clinic,4.2,False,Digital-Heavy,2.0,5.0,4.0,6.0,7.0,1.0,0.0,0.0,0.6666666666666666,0.42857142857142855,84.0,22.0,38.0,10.0,119.0,0.35294117647058826,0.75,0.5892156862745098,0.25,0.4411764705882353,0.16323529411764706,0.7,0.20134228187919462,0.4645541706615532,0.29411764705882354,0.5769230769230769,0.20361990950226244,0.125,0.2631578947368421,0.5901315789473685,42.14,41.83,65,23,-0.31,digital_ad,True
50,Tasha,Valencia,primary_care,medium_value,TERR_07,Kansas City,MO,clinic,3.3,True,In-Person-Heavy,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.5,94.0,,,42.0,142.0,0.29411764705882354,0.4166666666666667,0.6715686274509804,0.0,0.0,0.0,0.2,0.1744186046511628,0.34488372093023256,0.0,0.0,0.0,0.125,0.24193548387096778,0.08588709677419357,28.33,21.64,283,395,-6.69,Do Not Contact,False
51,Alexander,Le,dermatology,high_value,TERR_23,Charlotte,NC,private_practice,3.4,False,Digital-Heavy,7.0,12.0,4.0,3.0,5.0,0.2857142857142857,0.25,0.5,0.3333333333333333,0.0,50.0,35.0,30.0,220.0,16.0,0.17647058823529413,0.12000000000000002,0.24360784313725492,0.25,0.5,0.42500000000000004,0.5,0.6521739130434783,0.28043478260869564,0.7058823529411765,0.46153846153846145,0.4290723981900453,0.4375,0.37499999999999994,0.3491071428571429,33.09,34.51,212,127,1.42,email,True
